Group,Dana,Mineral,Mineral_Lowercase,Mineral_CJML
"Phosphates, arsenates, and vanadates",42.04.09.01,Arsenuranylite,arsenuranylite,"""arsenuranylite"","
"Phosphates, arsenates, and vanadates",42.04.09.02,Renardite,renardite,"""renardite"","
"Phosphates, arsenates, and vanadates",42.04.09.03,Kivuite,kivuite,"""kivuite"","
"Phosphates, arsenates, and vanadates",42.04.10.01,Glucine,glucine,"""glucine"","
"Phosphates, arsenates, and vanadates",42.04.11,Asselbornite,asselbornite,"""asselbornite"","
"Phosphates, arsenates, and vanadates",42.04.11.01,Asselbornite,asselbornite,"""asselbornite"","
"Phosphates, arsenates, and vanadates",42.04.11.02,Sreinite,sreinite,"""sreinite"","
"Phosphates, arsenates, and vanadates",42.04.12,Wallkilldellite,wallkilldellite,"""wallkilldellite"","
"Phosphates, arsenates, and vanadates",42.04.12.01,Wallkilldellite,wallkilldellite,"""wallkilldellite"","
"Phosphates, arsenates, and vanadates",42.04.12.02,Wallkilldellite,wallkilldellite,"""wallkilldellite"","
"Phosphates, arsenates, and vanadates",42.04.13.01,Althupite,althupite,"""althupite"","
"Phosphates, arsenates, and vanadates",42.04.14,Francoisite,francoisite,"""francoisite"","
"Phosphates, arsenates, and vanadates",42.04.14.01,Francoisite,francoisite,"""francoisite"","
"Phosphates, arsenates, and vanadates",42.04.14.02,Francoisite,francoisite,"""francoisite"","
"Phosphates, arsenates, and vanadates",42.04.15.01,Mrazekite,mrazekite,"""mrazekite"","
"Phosphates, arsenates, and vanadates",42.05.01,Mixite,mixite,"""mixite"","
"Phosphates, arsenates, and vanadates",42.05.01.01,Mixite,mixite,"""mixite"","
"Phosphates, arsenates, and vanadates",42.05.01.02,Agardite,agardite,"""agardite"","
"Phosphates, arsenates, and vanadates",42.05.01.02a,Agardite,agardite,"""agardite"","
"Phosphates, arsenates, and vanadates",42.05.01.02b,Agardite,agardite,"""agardite"","
"Phosphates, arsenates, and vanadates",42.05.01.02c,Agardite,agardite,"""agardite"","
"Phosphates, arsenates, and vanadates",42.05.01.02d,Agardite,agardite,"""agardite"","
"Phosphates, arsenates, and vanadates",42.05.01.02e,Agardite,agardite,"""agardite"","
"Phosphates, arsenates, and vanadates",42.05.01.03,Goudeyite,goudeyite,"""goudeyite"","
"Phosphates, arsenates, and vanadates",42.05.01.04,Zalesiite,zalesiite,"""zalesiite"","
"Phosphates, arsenates, and vanadates",42.05.01.06,Plumboagardite,plumboagardite,"""plumboagardite"","
"Phosphates, arsenates, and vanadates",42.05.02,Mixite,mixite,"""mixite"","
"Phosphates, arsenates, and vanadates",42.05.02.01,Petersite,petersite,"""petersite"","
"Phosphates, arsenates, and vanadates",42.05.02.02,Calciopetersite,calciopetersite,"""calciopetersite"","
"Phosphates, arsenates, and vanadates",42.05.03.01,Zapatalite,zapatalite,"""zapatalite"","
"Phosphates, arsenates, and vanadates",42.05.04.01,Juanitaite,juanitaite,"""juanitaite"","
"Phosphates, arsenates, and vanadates",42.06.01,Moraesite,moraesite,"""moraesite"","
"Phosphates, arsenates, and vanadates",42.06.01.01,Moraesite,moraesite,"""moraesite"","
"Phosphates, arsenates, and vanadates",42.06.01.02,Bearsite,bearsite,"""bearsite"","
"Phosphates, arsenates, and vanadates",42.06.02.01,Isoclasite,isoclasite,"""isoclasite"","
"Phosphates, arsenates, and vanadates",42.06.03.01,Euchroite,euchroite,"""euchroite"","
"Phosphates, arsenates, and vanadates",42.06.04,Strashimirite,strashimirite,"""strashimirite"","
"Phosphates, arsenates, and vanadates",42.06.04.01,Legrandite,legrandite,"""legrandite"","
"Phosphates, arsenates, and vanadates",42.06.04.02,Spencerite,spencerite,"""spencerite"","
"Phosphates, arsenates, and vanadates",42.06.05.01,Strashimirite,strashimirite,"""strashimirite"","
"Phosphates, arsenates, and vanadates",42.06.05.02,Arhbarite,arhbarite,"""arhbarite"","
"Phosphates, arsenates, and vanadates",42.06.05.03,Attikaite,attikaite,"""attikaite"","
"Phosphates, arsenates, and vanadates",42.06.06.01,Delvauxite,delvauxite,"""delvauxite"","
"Phosphates, arsenates, and vanadates",42.06.07,Senegalite,senegalite,"""senegalite"","
"Phosphates, arsenates, and vanadates",42.06.07.01,Senegalite,senegalite,"""senegalite"","
"Phosphates, arsenates, and vanadates",42.06.07.02,Bulachite,bulachite,"""bulachite"","
"Phosphates, arsenates, and vanadates",42.06.08.01,Bolivarite,bolivarite,"""bolivarite"","
"Phosphates, arsenates, and vanadates",42.06.09.01,Fluellite,fluellite,"""fluellite"","
"Phosphates, arsenates, and vanadates",42.06.10.01,Sengierite,sengierite,"""sengierite"","
"Phosphates, arsenates, and vanadates",42.06.11.01,Tiptopite,tiptopite,"""tiptopite"","
"Phosphates, arsenates, and vanadates",42.06.12.01,Yingjiangite,yingjiangite,"""yingjiangite"","
"Phosphates, arsenates, and vanadates",42.06.13,Nevadaite,nevadaite,"""nevadaite"","
"Phosphates, arsenates, and vanadates",42.06.13.01,Nevadaite,nevadaite,"""nevadaite"","
"Phosphates, arsenates, and vanadates",42.06.13.02,Cloncurryite,cloncurryite,"""cloncurryite"","
"Phosphates, arsenates, and vanadates",42.07.01,Childrenite,childrenite,"""childrenite"","
"Phosphates, arsenates, and vanadates",42.07.01.01,Childrenite,childrenite,"""childrenite"","
"Phosphates, arsenates, and vanadates",42.07.01.02,Eosphorite,eosphorite,"""eosphorite"","
"Phosphates, arsenates, and vanadates",42.07.01.03,Ernstite,ernstite,"""ernstite"","
"Phosphates, arsenates, and vanadates",42.07.01.04,Sinkankasite,sinkankasite,"""sinkankasite"","
"Phosphates, arsenates, and vanadates",42.07.02,Foggite,foggite,"""foggite"","
"Phosphates, arsenates, and vanadates",42.07.02.01,Foggite,foggite,"""foggite"","
"Phosphates, arsenates, and vanadates",42.07.02.02,Krasnovite,krasnovite,"""krasnovite"","
"Phosphates, arsenates, and vanadates",42.07.03,Crandallite,crandallite,"""crandallite"","
"Phosphates, arsenates, and vanadates",42.07.03.01,Crandallite,crandallite,"""crandallite"","
"Phosphates, arsenates, and vanadates",42.07.03.02,Gorceixite,gorceixite,"""gorceixite"","
"Phosphates, arsenates, and vanadates",42.07.03.03,Goyazite,goyazite,"""goyazite"","
"Phosphates, arsenates, and vanadates",42.07.03.04,Lusungite,lusungite,"""lusungite"","
"Phosphates, arsenates, and vanadates",42.07.03.05,Plumbogummite,plumbogummite,"""plumbogummite"","
"Phosphates, arsenates, and vanadates",42.07.03.06,Kintoreite,kintoreite,"""kintoreite"","
"Phosphates, arsenates, and vanadates",42.07.03.07,Benauite,benauite,"""benauite"","
"Phosphates, arsenates, and vanadates",42.07.03.08,Springcreekite,springcreekite,"""springcreekite"","
"Phosphates, arsenates, and vanadates",42.07.04,Arsenocrandallite,arsenocrandallite,"""arsenocrandallite"","
"Phosphates, arsenates, and vanadates",42.07.04.01,Arsenocrandallite,arsenocrandallite,"""arsenocrandallite"","
"Phosphates, arsenates, and vanadates",42.07.04.02,Philipsbornite,philipsbornite,"""philipsbornite"","
"Phosphates, arsenates, and vanadates",42.07.04.03,Arsenogoyazite,arsenogoyazite,"""arsenogoyazite"","
"Phosphates, arsenates, and vanadates",42.07.04.04,Segnitite,segnitite,"""segnitite"","
"Phosphates, arsenates, and vanadates",42.07.05.01,Nissonite,nissonite,"""nissonite"","
"Phosphates, arsenates, and vanadates",42.07.06,Uralolite,uralolite,"""uralolite"","
"Phosphates, arsenates, and vanadates",42.07.06.01,Uralolite,uralolite,"""uralolite"","
"Phosphates, arsenates, and vanadates",42.07.06.02,Weinebeneite,weinebeneite,"""weinebeneite"","
"Phosphates, arsenates, and vanadates",42.07.07,Roscherite,roscherite,"""roscherite"","
"Phosphates, arsenates, and vanadates",42.07.07.01,Roscherite,roscherite,"""roscherite"","
"Phosphates, arsenates, and vanadates",42.07.07.03,Zanazziite,zanazziite,"""zanazziite"","
"Phosphates, arsenates, and vanadates",42.07.07.04,Greifensteinite,greifensteinite,"""greifensteinite"","
"Phosphates, arsenates, and vanadates",42.07.07.05,Atencioite,atencioite,"""atencioite"","
"Phosphates, arsenates, and vanadates",42.07.07.06,Guimaraesite,guimaraesite,"""guimaraesite"","
"Phosphates, arsenates, and vanadates",42.07.07.07,Footemineite,footemineite,"""footemineite"","
"Phosphates, arsenates, and vanadates",42.07.07.08,Ruifrancoite,ruifrancoite,"""ruifrancoite"","
"Phosphates, arsenates, and vanadates",42.07.08,Cyrilovite,cyrilovite,"""cyrilovite"","
"Phosphates, arsenates, and vanadates",42.07.08.01,Cyrilovite,cyrilovite,"""cyrilovite"","
"Phosphates, arsenates, and vanadates",42.07.08.02,Wardite,wardite,"""wardite"","
"Phosphates, arsenates, and vanadates",42.07.09.01,Millisite,millisite,"""millisite"","
"Phosphates, arsenates, and vanadates",42.07.10,Chenevixite,chenevixite,"""chenevixite"","
"Phosphates, arsenates, and vanadates",42.07.10.01,Chenevixite,chenevixite,"""chenevixite"","
"Phosphates, arsenates, and vanadates",42.07.10.02,Luetheite,luetheite,"""luetheite"","
"Phosphates, arsenates, and vanadates",42.07.11,Olmsteadite,olmsteadite,"""olmsteadite"","
"Phosphates, arsenates, and vanadates",42.07.11.01,Olmsteadite,olmsteadite,"""olmsteadite"","
"Phosphates, arsenates, and vanadates",42.07.11.02,Johnwalkite,johnwalkite,"""johnwalkite"","
"Phosphates, arsenates, and vanadates",42.07.12.01,Upalite,upalite,"""upalite"","
"Phosphates, arsenates, and vanadates",42.07.13.01,Mundite,mundite,"""mundite"","
"Phosphates, arsenates, and vanadates",42.07.14,Vanmeersscheite,vanmeersscheite,"""vanmeersscheite"","
"Phosphates, arsenates, and vanadates",42.07.14.01,Vanmeersscheite,vanmeersscheite,"""vanmeersscheite"","
"Phosphates, arsenates, and vanadates",42.07.14.02,Metavanmeersscheite,metavanmeersscheite,"""metavanmeersscheite"","
"Phosphates, arsenates, and vanadates",42.07.14.03,Arsenovanmeersscheite,arsenovanmeersscheite,"""arsenovanmeersscheite"","
"Phosphates, arsenates, and vanadates",42.07.15,Richelsdorfite,richelsdorfite,"""richelsdorfite"","
"Phosphates, arsenates, and vanadates",42.07.15.01,Richelsdorfite,richelsdorfite,"""richelsdorfite"","
"Phosphates, arsenates, and vanadates",42.07.15.02,Bleasdaleite,bleasdaleite,"""bleasdaleite"","
"Phosphates, arsenates, and vanadates",42.07.16.01,Camgasite,camgasite,"""camgasite"","
"Phosphates, arsenates, and vanadates",42.07.17.01,Bouazzerite,bouazzerite,"""bouazzerite"","
"Phosphates, arsenates, and vanadates",42.08.01,Pharmacosiderite,pharmacosiderite,"""pharmacosiderite"","
"Phosphates, arsenates, and vanadates",42.08.01.01,Pharmacosiderite,pharmacosiderite,"""pharmacosiderite"","
"Phosphates, arsenates, and vanadates",42.08.01.02,Alumopharmacosiderite,alumopharmacosiderite,"""alumopharmacosiderite"","
"Phosphates, arsenates, and vanadates",42.08.01.03,Bariopharmacosiderite,bariopharmacosiderite,"""bariopharmacosiderite"","
"Phosphates, arsenates, and vanadates",42.08.01.04,Barium-alumopharmacosiderite,barium-alumopharmacosiderite,"""barium-alumopharmacosiderite"","
"Phosphates, arsenates, and vanadates",42.08.01.05,Natropharmacosiderite,natropharmacosiderite,"""natropharmacosiderite"","
"Phosphates, arsenates, and vanadates",42.08.02.01,Kidwellite,kidwellite,"""kidwellite"","
"Phosphates, arsenates, and vanadates",42.08.03.01,Schoonerite,schoonerite,"""schoonerite"","
"Phosphates, arsenates, and vanadates",42.08.04,Mitridatite,mitridatite,"""mitridatite"","
"Phosphates, arsenates, and vanadates",42.08.04.01,Mitridatite,mitridatite,"""mitridatite"","
"Phosphates, arsenates, and vanadates",42.08.04.02,Robertsite,robertsite,"""robertsite"","
"Phosphates, arsenates, and vanadates",42.08.04.03,Arseniosiderite,arseniosiderite,"""arseniosiderite"","
"Phosphates, arsenates, and vanadates",42.08.05,Kolfanite,kolfanite,"""kolfanite"","
"Phosphates, arsenates, and vanadates",42.08.05.01,Kolfanite,kolfanite,"""kolfanite"","
"Phosphates, arsenates, and vanadates",42.08.05.02,Pararobertsite,pararobertsite,"""pararobertsite"","
"Phosphates, arsenates, and vanadates",42.08.05.03,Sailaufite,sailaufite,"""sailaufite"","
"Phosphates, arsenates, and vanadates",42.08.06.01,Yukonite,yukonite,"""yukonite"","
"Phosphates, arsenates, and vanadates",42.08.07.01,Mapimite,mapimite,"""mapimite"","
"Phosphates, arsenates, and vanadates",42.08.08.01,Shubnikovite,shubnikovite,"""shubnikovite"","
"Phosphates, arsenates, and vanadates",42.09.01,Burangaite,burangaite,"""burangaite"","
"Phosphates, arsenates, and vanadates",42.09.01.01,Burangaite,burangaite,"""burangaite"","
"Phosphates, arsenates, and vanadates",42.09.01.02,Dufrenite,dufrenite,"""dufrenite"","
"Phosphates, arsenates, and vanadates",42.09.01.03,Natrodufrenite,natrodufrenite,"""natrodufrenite"","
"Phosphates, arsenates, and vanadates",42.09.01.05,Matioliite,matioliite,"""matioliite"","
"Phosphates, arsenates, and vanadates",42.09.02,Souzalite,souzalite,"""souzalite"","
"Phosphates, arsenates, and vanadates",42.09.02.01,Souzalite,souzalite,"""souzalite"","
"Phosphates, arsenates, and vanadates",42.09.02.02,Gormanite,gormanite,"""gormanite"","
"Phosphates, arsenates, and vanadates",42.09.02.03,Andyrobertsite,andyrobertsite,"""andyrobertsite"","
"Phosphates, arsenates, and vanadates",42.09.02.04,Calcioandyrobertsite,calcioandyrobertsite,"""calcioandyrobertsite"","
"Phosphates, arsenates, and vanadates",42.09.02.05,Calcioandyrobertsite,calcioandyrobertsite,"""calcioandyrobertsite"","
"Phosphates, arsenates, and vanadates",42.09.03,Turquoise,turquoise,"""turquoise"","
"Phosphates, arsenates, and vanadates",42.09.03.01,Turquoise,turquoise,"""turquoise"","
"Phosphates, arsenates, and vanadates",42.09.03.02,Coeruleolactite,coeruleolactite,"""coeruleolactite"","
"Phosphates, arsenates, and vanadates",42.09.03.03,Faustite,faustite,"""faustite"","
"Phosphates, arsenates, and vanadates",42.09.03.04,Chalcosiderite,chalcosiderite,"""chalcosiderite"","
"Phosphates, arsenates, and vanadates",42.09.03.05,Aheylite,aheylite,"""aheylite"","
"Phosphates, arsenates, and vanadates",42.09.03.06,Planerite,planerite,"""planerite"","
"Phosphates, arsenates, and vanadates",42.09.04.01,Sampleite,sampleite,"""sampleite"","
"Phosphates, arsenates, and vanadates",42.09.04.02,Lavendulan,lavendulan,"""lavendulan"","
"Phosphates, arsenates, and vanadates",42.09.04.03,Zdenekite,zdenekite,"""zdenekite"","
"Phosphates, arsenates, and vanadates",42.09.04.04,Mahnertite,mahnertite,"""mahnertite"","
"Phosphates, arsenates, and vanadates",42.09.04.05,Lemanskiite,lemanskiite,"""lemanskiite"","
"Phosphates, arsenates, and vanadates",42.09.05.01,Duhamelite,duhamelite,"""duhamelite"","
"Phosphates, arsenates, and vanadates",42.09.06.01,Santafeite,santafeite,"""santafeite"","
"Phosphates, arsenates, and vanadates",42.09.07.01,Ogdensburgite,ogdensburgite,"""ogdensburgite"","
"Phosphates, arsenates, and vanadates",42.09.08.01,Dewindtite,dewindtite,"""dewindtite"","
"Phosphates, arsenates, and vanadates",42.10.01,Ferrisymplesite,ferrisymplesite,"""ferrisymplesite"","
"Phosphates, arsenates, and vanadates",42.10.01.01,Ferrisymplesite,ferrisymplesite,"""ferrisymplesite"","
"Phosphates, arsenates, and vanadates",42.10.01.02,Santabarbaraite,santabarbaraite,"""santabarbaraite"","
"Phosphates, arsenates, and vanadates",42.10.02,Wavellite,wavellite,"""wavellite"","
"Phosphates, arsenates, and vanadates",42.10.02.01,Wavellite,wavellite,"""wavellite"","
"Phosphates, arsenates, and vanadates",42.10.02.02,Allanpringite,allanpringite,"""allanpringite"","
"Phosphates, arsenates, and vanadates",42.10.03.01,Kingite,kingite,"""kingite"","
"Phosphates, arsenates, and vanadates",42.10.04.01,Gutsevichite,gutsevichite,"""gutsevichite"","
"Phosphates, arsenates, and vanadates",42.10.05.01,Goldquarryite,goldquarryite,"""goldquarryite"","
"Phosphates, arsenates, and vanadates",42.11.01,Overite,overite,"""overite"","
"Phosphates, arsenates, and vanadates",42.11.01.01,Overite,overite,"""overite"","
"Phosphates, arsenates, and vanadates",42.11.01.02,Segelerite,segelerite,"""segelerite"","
"Phosphates, arsenates, and vanadates",42.11.01.03,Manganosegelerite,manganosegelerite,"""manganosegelerite"","
"Phosphates, arsenates, and vanadates",42.11.01.04,Lunokite,lunokite,"""lunokite"","
"Phosphates, arsenates, and vanadates",42.11.01.05,Wilhelmvierlingite,wilhelmvierlingite,"""wilhelmvierlingite"","
"Phosphates, arsenates, and vanadates",42.11.01.06,Kaluginite,kaluginite,"""kaluginite"","
"Phosphates, arsenates, and vanadates",42.11.01.07,Juonniite,juonniite,"""juonniite"","
"Phosphates, arsenates, and vanadates",42.11.02,Jahnsite,jahnsite,"""jahnsite"","
"Phosphates, arsenates, and vanadates",42.11.02.01,Jahnsite,jahnsite,"""jahnsite"","
"Phosphates, arsenates, and vanadates",42.11.02.02,Jahnsite,jahnsite,"""jahnsite"","
"Phosphates, arsenates, and vanadates",42.11.02.03,Jahnsite,jahnsite,"""jahnsite"","
"Phosphates, arsenates, and vanadates",42.11.02.04,Jahnsite,jahnsite,"""jahnsite"","
"Phosphates, arsenates, and vanadates",42.11.03,Whiteite,whiteite,"""whiteite"","
"Phosphates, arsenates, and vanadates",42.11.03.01,Whiteite,whiteite,"""whiteite"","
"Phosphates, arsenates, and vanadates",42.11.03.02,Whiteite,whiteite,"""whiteite"","
"Phosphates, arsenates, and vanadates",42.11.03.03,Whiteite,whiteite,"""whiteite"","
"Phosphates, arsenates, and vanadates",42.11.03.04,Rittmannite,rittmannite,"""rittmannite"","
"Phosphates, arsenates, and vanadates",42.11.03.05,Jahnsite,jahnsite,"""jahnsite"","
"Phosphates, arsenates, and vanadates",42.11.03.06,Jahnsite,jahnsite,"""jahnsite"","
"Phosphates, arsenates, and vanadates",42.11.03.07,Jahnsite,jahnsite,"""jahnsite"","
"Phosphates, arsenates, and vanadates",42.11.03.08,Jahnsite,jahnsite,"""jahnsite"","
"Phosphates, arsenates, and vanadates",42.11.04.01,Keckite,keckite,"""keckite"","
"Phosphates, arsenates, and vanadates",42.11.05.01,Minyulite,minyulite,"""minyulite"","
"Phosphates, arsenates, and vanadates",42.11.06,Leucophosphite,leucophosphite,"""leucophosphite"","
"Phosphates, arsenates, and vanadates",42.11.06.01,Leucophosphite,leucophosphite,"""leucophosphite"","
"Phosphates, arsenates, and vanadates",42.11.06.02,Tinsleyite,tinsleyite,"""tinsleyite"","
"Phosphates, arsenates, and vanadates",42.11.06.03,Spheniscidite,spheniscidite,"""spheniscidite"","
"Phosphates, arsenates, and vanadates",42.11.07.01,Giniite,giniite,"""giniite"","
"Phosphates, arsenates, and vanadates",42.11.08,Montgomeryite,montgomeryite,"""montgomeryite"","
